DATE/TIME,CODE,SPACE,FLOOR,EVENT
1/3/2023 10:33:57 PM,SI41ZC02BSF/DC03 ,027009041,SF/DC03 TP1,Vacant
1/3/2023 10:33:45 PM,SI41ZC02BSF/DC03 ,027009041,SF/DC03 TP1,Occupied
1/3/2023 10:33:13 AM,SI40ZC02BSF/DC03 ,027009040,SF/DC03 TP1,Occupied
1/3/2023 10:32:30 AM,SI57ZC01BSF/DC03 ,027008057,SF/DC03 TP1,Occupied
1/3/2023 10:32:27 AM,SI15ZC02ASF/DC03 ,027007015,SF/DC03 TP1,Occupied
1/3/2023 10:31:48 AM,SI40ZC02BSF/DC03 ,027009040,SF/DC03 TP1,Vacant
1/3/2023 10:31:16 AM,SI44ZC01BSF/DC03 ,027008044,SF/DC03 TP1,Occupied
1/3/2023 10:30:51 AM,SI57ZC02BSF/DC03 ,027009057,SF/DC03 TP1,Occupied
1/3/2023 10:30:31 AM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Occupied
1/3/2023 10:29:29 AM,SI14ZC02BSF/DC03 ,027009014,SF/DC03 TP1,Occupied
1/3/2023 10:29:18 PM,SI44ZC01BSF/DC03 ,027008044,SF/DC03 TP1,Vacant
1/3/2023 10:29:12 AM,SI40ZC02BSF/DC03 ,027009040,SF/DC03 TP1,Occupied
1/3/2023 10:28:43 PM,SI44ZC01BSF/DC03 ,027008044,SF/DC03 TP1,Occupied
1/3/2023 10:28:39 AM,SI54ZC02BSF/DC03 ,027009054,SF/DC03 TP1,Occupied
1/3/2023 10:28:29 AM,SI56ZC02BSF/DC03 ,027009056,SF/DC03 TP1,Occupied
1/3/2023 10:27:53 AM,SI44ZC01BSF/DC03 ,027008044,SF/DC03 TP1,Vacant
1/3/2023 10:27:53 AM,SI14ZC02BSF/DC03 ,027009014,SF/DC03 TP1,Vacant
1/3/2023 10:27:13 AM,SI62ZC02BSF/DC03 ,027009062,SF/DC03 TP1,Occupied
1/3/2023 10:27:07 AM,SI46ZC01ASF/DC03 ,027006046,SF/DC03 TP1,Occupied
1/3/2023 10:23:24 PM,SI43ZC01ASF/DC03 ,027006043,SF/DC03 TP1,Vacant
1/3/2023 10:23:05 PM,SI43ZC01ASF/DC03 ,027006043,SF/DC03 TP1,Occupied
1/3/2023 10:22:46 AM,SI06ZC02ASF/DC03 ,027007006,SF/DC03 TP1,Occupied
1/3/2023 10:21:44 AM,SI41ZC02ASF/DC03 ,027007041,SF/DC03 TP1,Occupied
1/3/2023 10:21:41 AM,SI61ZC02BSF/DC03 ,027009061,SF/DC03 TP1,Occupied
1/3/2023 10:20:53 AM,SI61ZC02ASF/DC03 ,027007061,SF/DC03 TP1,Occupied
1/3/2023 10:19:55 PM,SI39ZC01BSF/DC03 ,027008039,SF/DC03 TP1,Vacant
1/3/2023 10:19:45 PM,SI39ZC01BSF/DC03 ,027008039,SF/DC03 TP1,Occupied
1/3/2023 10:19:34 AM,SI59ZC01BSF/DC03 ,027008059,SF/DC03 TP1,Occupied
1/3/2023 10:19:27 AM,SI61ZC02ASF/DC03 ,027007061,SF/DC03 TP1,Vacant
1/3/2023 10:18:37 AM,SI56ZC01BSF/DC03 ,027008056,SF/DC03 TP1,Occupied
1/3/2023 10:17:43 AM,SI70ZC01BSF/DC03 ,027008070,SF/DC03 TP1,Occupied
1/3/2023 10:17:36 AM,SI71ZC01BSF/DC03 ,027008071,SF/DC03 TP1,Occupied
1/3/2023 10:17:34 PM,SI32ZC01BSF/DC03 ,027008032,SF/DC03 TP1,Vacant
1/3/2023 10:17:27 PM,SI71ZC01BSF/DC03 ,027008071,SF/DC03 TP1,Vacant
1/3/2023 10:17:23 PM,SI32ZC01BSF/DC03 ,027008032,SF/DC03 TP1,Occupied
1/3/2023 10:17:22 AM,SI72ZC01BSF/DC03 ,027008072,SF/DC03 TP1,Occupied
1/3/2023 10:17:19 PM,SI71ZC01BSF/DC03 ,027008071,SF/DC03 TP1,Occupied
1/3/2023 10:17:07 AM,SI34ZC01BSF/DC03 ,027008034,SF/DC03 TP1,Occupied
1/3/2023 10:15:47 AM,SI50ZC02BSF/DC03 ,027009050,SF/DC03 TP1,Occupied
1/3/2023 10:15:29 AM,SI25ZC02ASF/DC03 ,027007025,SF/DC03 TP1,Occupied
1/3/2023 10:15:23 AM,SI25ZC02ASF/DC03 ,027007025,SF/DC03 TP1,Vacant
1/3/2023 10:15:21 AM,SI35ZC01BSF/DC03 ,027008035,SF/DC03 TP1,Occupied
1/3/2023 10:15:16 PM,SI28ZC02ASF/DC03 ,027007028,SF/DC03 TP1,Vacant
1/3/2023 10:15:14 PM,SI21ZC01BSF/DC03 ,027008021,SF/DC03 TP1,Vacant
1/3/2023 10:15:14 AM,SI25ZC02ASF/DC03 ,027007025,SF/DC03 TP1,Occupied
1/3/2023 10:15:13 AM,SI37ZC01BSF/DC03 ,027008037,SF/DC03 TP1,Occupied
1/3/2023 10:15:05 PM,SI28ZC02ASF/DC03 ,027007028,SF/DC03 TP1,Occupied
1/3/2023 10:15:04 PM,SI20ZC01ASF/DC03 ,027006020,SF/DC03 TP1,Vacant
1/3/2023 10:15:00 AM,SI16ZC02ASF/DC03 ,027007016,SF/DC03 TP1,Occupied
1/3/2023 10:14:57 PM,SI21ZC01BSF/DC03 ,027008021,SF/DC03 TP1,Occupied
1/3/2023 10:14:50 PM,SI20ZC01ASF/DC03 ,027006020,SF/DC03 TP1,Occupied
1/3/2023 10:14:27 AM,SI54ZC01BSF/DC03 ,027008054,SF/DC03 TP1,Occupied
1/3/2023 10:14:25 AM,SI64ZC01BSF/DC03 ,027008064,SF/DC03 TP1,Vacant
1/3/2023 10:14:06 AM,SI64ZC01BSF/DC03 ,027008064,SF/DC03 TP1,Occupied
1/3/2023 10:13:50 AM,SI50ZC01ASF/DC03 ,027006050,SF/DC03 TP1,Occupied
1/3/2023 10:13:37 AM,SI50ZC01ASF/DC03 ,027006050,SF/DC03 TP1,Vacant
1/3/2023 10:12:35 AM,SI32ZC02ASF/DC03 ,027007032,SF/DC03 TP1,Occupied
1/3/2023 10:11:33 AM,SI36ZC01BSF/DC03 ,027008036,SF/DC03 TP1,Occupied
1/3/2023 10:11:16 PM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Vacant
1/3/2023 10:10:57 PM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Occupied
1/3/2023 10:09:56 PM,SI15ZC01BSF/DC03 ,027008015,SF/DC03 TP1,Vacant
1/3/2023 10:09:37 PM,SI15ZC01BSF/DC03 ,027008015,SF/DC03 TP1,Occupied
1/3/2023 10:09:19 AM,SI50ZC01ASF/DC03 ,027006050,SF/DC03 TP1,Occupied
1/3/2023 10:09:02 AM,SI50ZC01ASF/DC03 ,027006050,SF/DC03 TP1,Vacant
1/3/2023 10:08:24 PM,SI18ZC01ASF/DC03 ,027006018,SF/DC03 TP1,Vacant
1/3/2023 10:08:24 AM,SI60ZC01BSF/DC03 ,027008060,SF/DC03 TP1,Occupied
1/3/2023 10:08:11 PM,SI18ZC01ASF/DC03 ,027006018,SF/DC03 TP1,Occupied
1/3/2023 10:08:03 AM,SI50ZC01ASF/DC03 ,027006050,SF/DC03 TP1,Occupied
1/3/2023 10:07:55 AM,SI32ZC01BSF/DC03 ,027008032,SF/DC03 TP1,Occupied
1/3/2023 10:07:23 AM,SI33ZC02BSF/DC03 ,027009033,SF/DC03 TP1,Occupied
1/3/2023 10:06:08 AM,SI42ZC02ASF/DC03 ,027007042,SF/DC03 TP1,Occupied
1/3/2023 10:06:04 AM,SI42ZC02ASF/DC03 ,027007042,SF/DC03 TP1,Vacant
1/3/2023 10:05:58 AM,SI18ZC02ASF/DC03 ,027007018,SF/DC03 TP1,Occupied
1/3/2023 10:05:55 PM,SI41ZC02ASF/DC03 ,027007041,SF/DC03 TP1,Vacant
1/3/2023 10:05:55 AM,SI49ZC01ASF/DC03 ,027006049,SF/DC03 TP1,Occupied
1/3/2023 10:05:51 AM,SI42ZC02ASF/DC03 ,027007042,SF/DC03 TP1,Occupied
1/3/2023 10:05:49 AM,SI18ZC02ASF/DC03 ,027007018,SF/DC03 TP1,Vacant
1/3/2023 10:05:41 AM,SI18ZC02ASF/DC03 ,027007018,SF/DC03 TP1,Occupied
1/3/2023 10:05:38 PM,SI41ZC02ASF/DC03 ,027007041,SF/DC03 TP1,Occupied
1/3/2023 10:05:32 AM,SI62ZC02ASF/DC03 ,027007062,SF/DC03 TP1,Occupied
1/3/2023 10:05:26 AM,SI43ZC02ASF/DC03 ,027007043,SF/DC03 TP1,Occupied
1/3/2023 10:04:50 AM,SI73ZC01BSF/DC03 ,027008073,SF/DC03 TP1,Occupied
1/3/2023 10:03:53 PM,SI41ZC01BSF/DC03 ,027008041,SF/DC03 TP1,Vacant
1/3/2023 10:03:47 AM,SI70ZC02BSF/DC03 ,027009070,SF/DC03 TP1,Occupied
1/3/2023 10:03:47 AM,SI63ZC02BSF/DC03 ,027009063,SF/DC03 TP1,Occupied
1/3/2023 10:03:36 AM,SI45ZC01ASF/DC03 ,027006045,SF/DC03 TP1,Occupied
1/3/2023 10:03:36 AM,SI36ZC01ASF/DC03 ,027006036,SF/DC03 TP1,Occupied
1/3/2023 10:03:20 AM,SI58ZC02BSF/DC03 ,027009058,SF/DC03 TP1,Occupied
1/3/2023 10:03:09 AM,SI28ZC01BSF/DC03 ,027008028,SF/DC03 TP1,Occupied
1/3/2023 10:03:03 AM,SI39ZC02BSF/DC03 ,027009039,SF/DC03 TP1,Occupied
1/3/2023 10:02:54 PM,SI58ZC01BSF/DC03 ,027008058,SF/DC03 TP1,Vacant
1/3/2023 10:02:43 PM,SI58ZC01BSF/DC03 ,027008058,SF/DC03 TP1,Occupied
1/3/2023 10:02:12 AM,SI38ZC02ASF/DC03 ,027007038,SF/DC03 TP1,Occupied
1/3/2023 10:01:47 AM,SI37ZC02BSF/DC03 ,027009037,SF/DC03 TP1,Occupied
1/3/2023 10:01:43 AM,SI32ZC02BSF/DC03 ,027009032,SF/DC03 TP1,Occupied
1/3/2023 10:01:37 AM,SI38ZC01BSF/DC03 ,027008038,SF/DC03 TP1,Occupied
1/3/2023 10:01:25 AM,SI38ZC01BSF/DC03 ,027008038,SF/DC03 TP1,Vacant
1/3/2023 10:01:18 AM,SI67ZC02BSF/DC03 ,027009067,SF/DC03 TP1,Occupied
1/3/2023 10:01:16 AM,SI38ZC01BSF/DC03 ,027008038,SF/DC03 TP1,Occupied
1/3/2023 10:00:06 AM,SI44ZC02ASF/DC03 ,027007044,SF/DC03 TP1,Occupied
1/3/2023 1:59:58 PM,SI56ZC01BSF/DC03 ,027008056,SF/DC03 TP1,Vacant
1/3/2023 1:59:15 PM,SI50ZC02BSF/DC03 ,027009050,SF/DC03 TP1,Vacant
1/3/2023 1:58:08 PM,SI32ZC02BSF/DC03 ,027009032,SF/DC03 TP1,Occupied
1/3/2023 1:57:59 PM,SI57ZC01BSF/DC03 ,027008057,SF/DC03 TP1,Vacant
1/3/2023 1:57:27 PM,SI57ZC01BSF/DC03 ,027008057,SF/DC03 TP1,Occupied
1/3/2023 1:56:53 PM,SI66ZC02ASF/DC03 ,027007066,SF/DC03 TP1,Vacant
1/3/2023 1:54:55 AM,SI67ZC02ASF/DC03 ,027007067,SF/DC03 TP1,Vacant
1/3/2023 1:54:36 AM,SI67ZC02ASF/DC03 ,027007067,SF/DC03 TP1,Occupied
1/3/2023 1:54:35 PM,SI20ZC02BSF/DC03 ,027009020,SF/DC03 TP1,Vacant
1/3/2023 1:54:33 PM,SI16ZC02BSF/DC03 ,027009016,SF/DC03 TP1,Occupied
1/3/2023 1:54:26 PM,SI41ZC01BSF/DC03 ,027008041,SF/DC03 TP1,Occupied
1/3/2023 1:54:05 PM,SI25ZC01BSF/DC03 ,027008025,SF/DC03 TP1,Occupied
1/3/2023 1:54:04 PM,SI32ZC02BSF/DC03 ,027009032,SF/DC03 TP1,Vacant
1/3/2023 1:53:35 AM,SI68ZC02BSF/DC03 ,027009068,SF/DC03 TP1,Vacant
1/3/2023 1:53:25 AM,SI68ZC02BSF/DC03 ,027009068,SF/DC03 TP1,Occupied
1/3/2023 1:51:53 AM,SI12ZC01BSF/DC03 ,027008012,SF/DC03 TP1,Vacant
1/3/2023 1:51:42 AM,SI12ZC01BSF/DC03 ,027008012,SF/DC03 TP1,Occupied
1/3/2023 1:50:07 PM,SI68ZC02BSF/DC03 ,027009068,SF/DC03 TP1,Occupied
1/3/2023 1:49:48 PM,SI42ZC02BSF/DC03 ,027009042,SF/DC03 TP1,Vacant
1/3/2023 1:48:48 PM,SI72ZC01BSF/DC03 ,027008072,SF/DC03 TP1,Vacant
1/3/2023 1:48:13 AM,SI30ZC01BSF/DC03 ,027008030,SF/DC03 TP1,Vacant
1/3/2023 1:48:04 AM,SI30ZC01BSF/DC03 ,027008030,SF/DC03 TP1,Occupied
1/3/2023 1:46:07 PM,SI75ZC02ASF/DC03 ,027007075,SF/DC03 TP1,Vacant
1/3/2023 1:45:50 PM,SI75ZC02ASF/DC03 ,027007075,SF/DC03 TP1,Occupied
1/3/2023 1:44:55 PM,SI50ZC02ASF/DC03 ,027007050,SF/DC03 TP1,Vacant
1/3/2023 1:43:44 AM,SI04ZC01ASF/DC03 ,027006004,SF/DC03 TP1,Vacant
1/3/2023 1:43:29 AM,SI04ZC01ASF/DC03 ,027006004,SF/DC03 TP1,Occupied
1/3/2023 1:42:45 PM,SI59ZC02ASF/DC03 ,027007059,SF/DC03 TP1,Vacant
1/3/2023 1:42:37 PM,SI59ZC02ASF/DC03 ,027007059,SF/DC03 TP1,Occupied
1/3/2023 1:42:05 PM,SI24ZC01BSF/DC03 ,027008024,SF/DC03 TP1,Occupied
1/3/2023 1:40:52 AM,SI26ZC01BSF/DC03 ,027008026,SF/DC03 TP1,Vacant
1/3/2023 1:40:38 AM,SI26ZC01BSF/DC03 ,027008026,SF/DC03 TP1,Occupied
1/3/2023 1:36:43 AM,SI48ZC01BSF/DC03 ,027008048,SF/DC03 TP1,Vacant
1/3/2023 1:36:36 AM,SI48ZC01BSF/DC03 ,027008048,SF/DC03 TP1,Occupied
1/3/2023 1:33:52 AM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Vacant
1/3/2023 1:33:42 AM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Occupied
1/3/2023 1:33:25 PM,SI05ZC01ASF/DC03 ,027006005,SF/DC03 TP1,Occupied
1/3/2023 1:32:05 PM,SI57ZC01BSF/DC03 ,027008057,SF/DC03 TP1,Vacant
1/3/2023 1:31:26 PM,SI34ZC01ASF/DC03 ,027006034,SF/DC03 TP1,Occupied
1/3/2023 1:30:13 AM,SI75ZC02ASF/DC03 ,027007075,SF/DC03 TP1,Vacant
1/3/2023 1:30:02 AM,SI24ZC01ASF/DC03 ,027006024,SF/DC03 TP1,Vacant
1/3/2023 1:29:56 AM,SI75ZC02ASF/DC03 ,027007075,SF/DC03 TP1,Occupied
1/3/2023 1:29:47 AM,SI24ZC01ASF/DC03 ,027006024,SF/DC03 TP1,Occupied
1/3/2023 1:28:08 PM,SI53ZC01ASF/DC03 ,027006053,SF/DC03 TP1,Occupied
1/3/2023 1:27:47 PM,SI64ZC01BSF/DC03 ,027008064,SF/DC03 TP1,Vacant
1/3/2023 1:26:24 AM,SI26ZC01ASF/DC03 ,027006026,SF/DC03 TP1,Vacant
1/3/2023 1:26:05 AM,SI26ZC01ASF/DC03 ,027006026,SF/DC03 TP1,Occupied
1/3/2023 1:25:58 PM,SI19ZC01ASF/DC03 ,027006019,SF/DC03 TP1,Occupied
1/3/2023 1:25:50 AM,SI52ZC02ASF/DC03 ,027007052,SF/DC03 TP1,Vacant
1/3/2023 1:25:40 AM,SI52ZC02ASF/DC03 ,027007052,SF/DC03 TP1,Occupied
1/3/2023 1:24:51 AM,SI63ZC01BSF/DC03 ,027008063,SF/DC03 TP1,Vacant
1/3/2023 1:24:36 PM,SI37ZC02BSF/DC03 ,027009037,SF/DC03 TP1,Vacant
1/3/2023 1:24:32 AM,SI63ZC01BSF/DC03 ,027008063,SF/DC03 TP1,Occupied
1/3/2023 1:19:44 PM,SI64ZC01BSF/DC03 ,027008064,SF/DC03 TP1,Occupied
1/3/2023 1:19:28 PM,SI40ZC02ASF/DC03 ,027007040,SF/DC03 TP1,Vacant
1/3/2023 1:17:45 PM,SI58ZC01ASF/DC03 ,027006058,SF/DC03 TP1,Vacant
1/3/2023 1:17:44 PM,SI38ZC02ASF/DC03 ,027007038,SF/DC03 TP1,Vacant
1/3/2023 1:16:53 AM,SI51ZC02ASF/DC03 ,027007051,SF/DC03 TP1,Vacant
1/3/2023 1:16:45 AM,SI51ZC02ASF/DC03 ,027007051,SF/DC03 TP1,Occupied
1/3/2023 1:16:24 AM,SI39ZC01ASF/DC03 ,027006039,SF/DC03 TP1,Vacant
1/3/2023 1:16:15 AM,SI39ZC01ASF/DC03 ,027006039,SF/DC03 TP1,Occupied
1/3/2023 1:15:29 PM,SI32ZC02ASF/DC03 ,027007032,SF/DC03 TP1,Vacant
1/3/2023 1:12:12 PM,SI39ZC02ASF/DC03 ,027007039,SF/DC03 TP1,Occupied
1/3/2023 1:10:46 PM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Vacant
1/3/2023 1:10:44 PM,SI25ZC01BSF/DC03 ,027008025,SF/DC03 TP1,Vacant
1/3/2023 1:05:49 AM,SI17ZC01BSF/DC03 ,027008017,SF/DC03 TP1,Vacant
1/3/2023 1:05:38 AM,SI17ZC01BSF/DC03 ,027008017,SF/DC03 TP1,Occupied
1/3/2023 1:04:27 PM,SI56ZC02ASF/DC03 ,027007056,SF/DC03 TP1,Vacant
1/3/2023 1:03:09 AM,SI50ZC01BSF/DC03 ,027008050,SF/DC03 TP1,Vacant
1/3/2023 1:03:01 AM,SI50ZC01BSF/DC03 ,027008050,SF/DC03 TP1,Occupied
1/3/2023 1:02:08 AM,SI27ZC02ASF/DC03 ,027007027,SF/DC03 TP1,Vacant
1/3/2023 1:01:54 AM,SI27ZC02ASF/DC03 ,027007027,SF/DC03 TP1,Occupied
1/3/2023 1:01:47 AM,SI20ZC01BSF/DC03 ,027008020,SF/DC03 TP1,Vacant
1/3/2023 1:01:38 PM,SI53ZC01ASF/DC03 ,027006053,SF/DC03 TP1,Vacant
1/3/2023 1:01:38 AM,SI20ZC01BSF/DC03 ,027008020,SF/DC03 TP1,Occupied
1/3/2023 1:01:37 PM,SI12ZC02BSF/DC03 ,027009012,SF/DC03 TP1,Vacant
1/3/2023 1:01:05 PM,SI54ZC02BSF/DC03 ,027009054,SF/DC03 TP1,Vacant
1/3/2023 1:01:02 PM,SI15ZC02ASF/DC03 ,027007015,SF/DC03 TP1,Vacant
1/29/2023 9:59:54 PM,SI29ZC01BSF/DC03 ,027008029,SF/DC03 TP1,Occupied
1/29/2023 9:58:41 AM,SI44ZC02ASF/DC03 ,027007044,SF/DC03 TP1,Occupied
1/29/2023 9:57:59 AM,SI45ZC02BSF/DC03 ,027009045,SF/DC03 TP1,Occupied
1/29/2023 9:57:23 AM,SI46ZC02BSF/DC03 ,027009046,SF/DC03 TP1,Occupied
1/29/2023 9:56:18 AM,SI17ZC02ASF/DC03 ,027007017,SF/DC03 TP1,Occupied
1/29/2023 9:56:14 AM,SI23ZC02ASF/DC03 ,027007023,SF/DC03 TP1,Occupied
1/29/2023 9:54:25 AM,SI20ZC02ASF/DC03 ,027007020,SF/DC03 TP1,Occupied
1/29/2023 9:54:15 PM,SI55ZC02BSF/DC03 ,027009055,SF/DC03 TP1,Vacant
1/29/2023 9:54:02 PM,SI55ZC02BSF/DC03 ,027009055,SF/DC03 TP1,Occupied
1/29/2023 9:53:24 AM,SI03ZC02ASF/DC03 ,027007003,SF/DC03 TP1,Occupied
1/29/2023 9:53:22 AM,SI52ZC02ASF/DC03 ,027007052,SF/DC03 TP1,Occupied
1/29/2023 9:53:14 AM,SI49ZC02BSF/DC03 ,027009049,SF/DC03 TP1,Occupied
1/29/2023 9:53:05 AM,SI63ZC02ASF/DC03 ,027007063,SF/DC03 TP1,Occupied
1/29/2023 9:53:05 AM,SI55ZC02ASF/DC03 ,027007055,SF/DC03 TP1,Occupied
1/29/2023 9:52:23 AM,SI68ZC02ASF/DC03 ,027007068,SF/DC03 TP1,Occupied
1/29/2023 9:52:20 AM,SI48ZC01ASF/DC03 ,027006048,SF/DC03 TP1,Occupied
1/29/2023 9:52:19 AM,SI52ZC02ASF/DC03 ,027007052,SF/DC03 TP1,Vacant
1/29/2023 9:52:13 AM,SI06ZC02ASF/DC03 ,027007006,SF/DC03 TP1,Occupied
1/29/2023 9:52:12 AM,SI53ZC01ASF/DC03 ,027006053,SF/DC03 TP1,Occupied
1/29/2023 9:52:08 AM,SI50ZC02BSF/DC03 ,027009050,SF/DC03 TP1,Occupied
1/29/2023 9:51:59 AM,SI66ZC01BSF/DC03 ,027008066,SF/DC03 TP1,Occupied
1/29/2023 9:51:54 AM,SI52ZC02ASF/DC03 ,027007052,SF/DC03 TP1,Occupied
1/29/2023 9:51:46 AM,SI02ZC02ASF/DC03 ,027007002,SF/DC03 TP1,Occupied
1/29/2023 9:51:20 AM,SI04ZC02ASF/DC03 ,027007004,SF/DC03 TP1,Occupied
1/29/2023 9:51:10 AM,SI51ZC01ASF/DC03 ,027006051,SF/DC03 TP1,Occupied
1/29/2023 9:51:09 AM,SI51ZC02BSF/DC03 ,027009051,SF/DC03 TP1,Occupied
1/29/2023 9:50:53 AM,SI47ZC02BSF/DC03 ,027009047,SF/DC03 TP1,Occupied
1/29/2023 9:50:44 AM,SI20ZC02BSF/DC03 ,027009020,SF/DC03 TP1,Occupied
1/29/2023 9:50:32 AM,SI07ZC02ASF/DC03 ,027007007,SF/DC03 TP1,Occupied
1/29/2023 9:50:23 AM,SI58ZC02ASF/DC03 ,027007058,SF/DC03 TP1,Occupied
1/29/2023 9:50:23 AM,SI01ZC02ASF/DC03 ,027007001,SF/DC03 TP1,Occupied
1/29/2023 9:50:23 AM,SI05ZC02ASF/DC03 ,027007005,SF/DC03 TP1,Occupied
1/29/2023 9:49:52 AM,SI01ZC02ASF/DC03 ,027007001,SF/DC03 TP1,Vacant
1/29/2023 9:49:50 AM,SI58ZC02ASF/DC03 ,027007058,SF/DC03 TP1,Vacant
1/29/2023 9:49:46 AM,SI01ZC02ASF/DC03 ,027007001,SF/DC03 TP1,Occupied
1/29/2023 9:49:38 AM,SI58ZC02ASF/DC03 ,027007058,SF/DC03 TP1,Occupied
1/29/2023 9:49:29 AM,SI48ZC02BSF/DC03 ,027009048,SF/DC03 TP1,Occupied
1/29/2023 9:48:59 AM,SI67ZC01BSF/DC03 ,027008067,SF/DC03 TP1,Occupied
1/29/2023 9:48:58 AM,SI01ZC02ASF/DC03 ,027007001,SF/DC03 TP1,Vacant
1/29/2023 9:48:51 AM,SI01ZC02ASF/DC03 ,027007001,SF/DC03 TP1,Occupied
1/29/2023 9:48:50 AM,SI67ZC01BSF/DC03 ,027008067,SF/DC03 TP1,Vacant
1/29/2023 9:48:45 AM,SI45ZC02ASF/DC03 ,027007045,SF/DC03 TP1,Occupied
1/29/2023 9:48:38 AM,SI67ZC01BSF/DC03 ,027008067,SF/DC03 TP1,Occupied
1/29/2023 9:48:35 AM,SI08ZC02ASF/DC03 ,027007008,SF/DC03 TP1,Occupied
1/29/2023 9:48:16 AM,SI50ZC02ASF/DC03 ,027007050,SF/DC03 TP1,Occupied
1/29/2023 9:48:11 AM,SI50ZC02ASF/DC03 ,027007050,SF/DC03 TP1,Vacant
1/29/2023 9:48:09 AM,SI09ZC02ASF/DC03 ,027007009,SF/DC03 TP1,Occupied
1/29/2023 9:48:05 AM,SI50ZC02ASF/DC03 ,027007050,SF/DC03 TP1,Occupied
1/29/2023 9:48:03 AM,SI10ZC02ASF/DC03 ,027007010,SF/DC03 TP1,Occupied
1/29/2023 9:47:57 PM,SI19ZC02ASF/DC03 ,027007019,SF/DC03 TP1,Vacant
1/29/2023 9:47:42 PM,SI19ZC02ASF/DC03 ,027007019,SF/DC03 TP1,Occupied
1/29/2023 9:47:31 AM,SI70ZC01BSF/DC03 ,027008070,SF/DC03 TP1,Occupied
1/29/2023 9:46:43 AM,SI19ZC02BSF/DC03 ,027009019,SF/DC03 TP1,Occupied
1/29/2023 9:46:26 AM,SI55ZC02BSF/DC03 ,027009055,SF/DC03 TP1,Occupied
1/29/2023 9:45:33 AM,SI50ZC01ASF/DC03 ,027006050,SF/DC03 TP1,Occupied
1/29/2023 9:45:32 AM,SI11ZC02ASF/DC03 ,027007011,SF/DC03 TP1,Occupied
1/29/2023 9:45:17 AM,SI65ZC01BSF/DC03 ,027008065,SF/DC03 TP1,Occupied
1/29/2023 9:45:13 AM,SI64ZC01BSF/DC03 ,027008064,SF/DC03 TP1,Occupied
1/29/2023 9:45:09 AM,SI67ZC02ASF/DC03 ,027007067,SF/DC03 TP1,Occupied
1/29/2023 9:45:05 AM,SI67ZC02ASF/DC03 ,027007067,SF/DC03 TP1,Vacant
1/29/2023 9:44:56 AM,SI68ZC01BSF/DC03 ,027008068,SF/DC03 TP1,Occupied
1/29/2023 9:44:56 AM,SI67ZC02ASF/DC03 ,027007067,SF/DC03 TP1,Occupied
1/29/2023 9:44:12 AM,SI60ZC01BSF/DC03 ,027008060,SF/DC03 TP1,Occupied
1/29/2023 9:43:56 AM,SI56ZC02BSF/DC03 ,027009056,SF/DC03 TP1,Occupied
1/29/2023 9:43:55 AM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Occupied
1/29/2023 9:43:44 AM,SI41ZC02ASF/DC03 ,027007041,SF/DC03 TP1,Vacant
1/29/2023 9:43:44 AM,SI63ZC01BSF/DC03 ,027008063,SF/DC03 TP1,Occupied
1/29/2023 9:43:28 AM,SI41ZC02ASF/DC03 ,027007041,SF/DC03 TP1,Occupied
1/29/2023 9:42:24 AM,SI71ZC02ASF/DC03 ,027007071,SF/DC03 TP1,Occupied
1/29/2023 9:42:16 PM,SI08ZC02ASF/DC03 ,027007008,SF/DC03 TP1,Vacant
1/29/2023 9:41:55 PM,SI08ZC02ASF/DC03 ,027007008,SF/DC03 TP1,Occupied
1/29/2023 9:41:48 PM,SI14ZC01BSF/DC03 ,027008014,SF/DC03 TP1,Vacant
1/29/2023 9:41:37 AM,SI12ZC02ASF/DC03 ,027007012,SF/DC03 TP1,Occupied
1/29/2023 9:41:35 PM,SI14ZC01BSF/DC03 ,027008014,SF/DC03 TP1,Occupied
1/29/2023 9:41:30 AM,SI12ZC02ASF/DC03 ,027007012,SF/DC03 TP1,Vacant
1/29/2023 9:41:27 PM,SI18ZC01BSF/DC03 ,027008018,SF/DC03 TP1,Vacant
1/29/2023 9:41:26 AM,SI12ZC02ASF/DC03 ,027007012,SF/DC03 TP1,Occupied
1/29/2023 9:41:10 PM,SI18ZC01BSF/DC03 ,027008018,SF/DC03 TP1,Occupied
1/29/2023 9:41:03 AM,SI71ZC01BSF/DC03 ,027008071,SF/DC03 TP1,Occupied
1/29/2023 9:40:50 AM,SI13ZC02ASF/DC03 ,027007013,SF/DC03 TP1,Occupied
1/29/2023 9:40:40 AM,SI49ZC02ASF/DC03 ,027007049,SF/DC03 TP1,Occupied
1/29/2023 9:40:36 AM,SI72ZC01BSF/DC03 ,027008072,SF/DC03 TP1,Occupied
1/29/2023 9:40:18 AM,SI47ZC01ASF/DC03 ,027006047,SF/DC03 TP1,Occupied
1/29/2023 9:40:12 AM,SI73ZC02ASF/DC03 ,027007073,SF/DC03 TP1,Occupied
1/29/2023 9:40:04 AM,SI66ZC02ASF/DC03 ,027007066,SF/DC03 TP1,Occupied
