DATE/TIME,CODE,SPACE,FLOOR,EVENT
1/21/2023 7:45:11 AM,SI33ZC01BSF/DC03 ,027008033,SF/DC03 TP1,Vacant
1/21/2023 7:45:07 AM,SI51ZC01ASF/DC03 ,027006051,SF/DC03 TP1,Vacant
1/21/2023 7:44:57 AM,SI33ZC01BSF/DC03 ,027008033,SF/DC03 TP1,Occupied
1/21/2023 7:44:52 AM,SI51ZC01ASF/DC03 ,027006051,SF/DC03 TP1,Occupied
1/21/2023 7:43:42 PM,SI11ZC02ASF/DC03 ,027007011,SF/DC03 TP1,Vacant
1/21/2023 7:43:34 PM,SI11ZC02ASF/DC03 ,027007011,SF/DC03 TP1,Occupied
1/21/2023 7:43:07 AM,SI24ZC01ASF/DC03 ,027006024,SF/DC03 TP1,Vacant
1/21/2023 7:42:50 AM,SI24ZC01ASF/DC03 ,027006024,SF/DC03 TP1,Occupied
1/21/2023 7:39:48 AM,SI27ZC01ASF/DC03 ,027006027,SF/DC03 TP1,Vacant
1/21/2023 7:39:28 AM,SI27ZC01ASF/DC03 ,027006027,SF/DC03 TP1,Occupied
1/21/2023 7:37:29 AM,SI39ZC01ASF/DC03 ,027006039,SF/DC03 TP1,Vacant
1/21/2023 7:37:21 AM,SI39ZC01ASF/DC03 ,027006039,SF/DC03 TP1,Occupied
1/21/2023 7:36:37 PM,SI27ZC02ASF/DC03 ,027007027,SF/DC03 TP1,Vacant
1/21/2023 7:36:23 PM,SI27ZC02ASF/DC03 ,027007027,SF/DC03 TP1,Occupied
1/21/2023 7:35:04 AM,SI69ZC02BSF/DC03 ,027009069,SF/DC03 TP1,Vacant
1/21/2023 7:35:02 AM,SI69ZC02BSF/DC03 ,027009069,SF/DC03 TP1,Occupied
1/21/2023 7:33:17 PM,SI18ZC01ASF/DC03 ,027006018,SF/DC03 TP1,Vacant
1/21/2023 7:32:58 PM,SI18ZC01ASF/DC03 ,027006018,SF/DC03 TP1,Occupied
1/21/2023 7:32:17 PM,SI07ZC01ASF/DC03 ,027006007,SF/DC03 TP1,Vacant
1/21/2023 7:31:58 PM,SI07ZC01ASF/DC03 ,027006007,SF/DC03 TP1,Occupied
1/21/2023 7:29:42 PM,SI53ZC02ASF/DC03 ,027007053,SF/DC03 TP1,Vacant
1/21/2023 7:29:23 PM,SI53ZC02ASF/DC03 ,027007053,SF/DC03 TP1,Occupied
1/21/2023 7:28:02 PM,SI10ZC02ASF/DC03 ,027007010,SF/DC03 TP1,Vacant
1/21/2023 7:27:49 PM,SI10ZC02ASF/DC03 ,027007010,SF/DC03 TP1,Occupied
1/21/2023 7:27:24 AM,SI09ZC02ASF/DC03 ,027007009,SF/DC03 TP1,Vacant
1/21/2023 7:27:14 AM,SI09ZC02ASF/DC03 ,027007009,SF/DC03 TP1,Occupied
1/21/2023 7:26:02 PM,SI19ZC01BSF/DC03 ,027008019,SF/DC03 TP1,Vacant
1/21/2023 7:25:46 PM,SI19ZC01BSF/DC03 ,027008019,SF/DC03 TP1,Occupied
1/21/2023 7:25:40 PM,SI54ZC02ASF/DC03 ,027007054,SF/DC03 TP1,Vacant
1/21/2023 7:25:35 PM,SI55ZC02BSF/DC03 ,027009055,SF/DC03 TP1,Vacant
1/21/2023 7:25:28 PM,SI55ZC02BSF/DC03 ,027009055,SF/DC03 TP1,Occupied
1/21/2023 7:25:25 PM,SI54ZC02ASF/DC03 ,027007054,SF/DC03 TP1,Occupied
1/21/2023 7:21:59 PM,SI37ZC02ASF/DC03 ,027007037,SF/DC03 TP1,Vacant
1/21/2023 7:21:57 PM,SI48ZC01ASF/DC03 ,027006048,SF/DC03 TP1,Vacant
1/21/2023 7:21:49 PM,SI37ZC02ASF/DC03 ,027007037,SF/DC03 TP1,Occupied
1/21/2023 7:21:40 PM,SI48ZC01ASF/DC03 ,027006048,SF/DC03 TP1,Occupied
1/21/2023 7:21:21 PM,SI03ZC02ASF/DC03 ,027007003,SF/DC03 TP1,Vacant
1/21/2023 7:20:48 PM,SI03ZC02ASF/DC03 ,027007003,SF/DC03 TP1,Occupied
1/21/2023 7:20:48 AM,SI71ZC01BSF/DC03 ,027008071,SF/DC03 TP1,Vacant
1/21/2023 7:20:33 AM,SI71ZC01BSF/DC03 ,027008071,SF/DC03 TP1,Occupied
1/21/2023 7:20:21 AM,SI37ZC02BSF/DC03 ,027009037,SF/DC03 TP1,Vacant
1/21/2023 7:20:10 AM,SI37ZC02BSF/DC03 ,027009037,SF/DC03 TP1,Occupied
1/21/2023 7:17:49 AM,SI17ZC01BSF/DC03 ,027008017,SF/DC03 TP1,Vacant
1/21/2023 7:17:30 AM,SI17ZC01BSF/DC03 ,027008017,SF/DC03 TP1,Occupied
1/21/2023 7:15:20 AM,SI32ZC02BSF/DC03 ,027009032,SF/DC03 TP1,Vacant
1/21/2023 7:15:03 AM,SI32ZC02BSF/DC03 ,027009032,SF/DC03 TP1,Occupied
1/21/2023 7:12:08 AM,SI03ZC01BSF/DC03 ,027008003,SF/DC03 TP1,Vacant
1/21/2023 7:11:56 AM,SI03ZC01BSF/DC03 ,027008003,SF/DC03 TP1,Occupied
1/21/2023 7:11:03 AM,SI10ZC01ASF/DC03 ,027006010,SF/DC03 TP1,Vacant
1/21/2023 7:10:54 AM,SI10ZC01ASF/DC03 ,027006010,SF/DC03 TP1,Occupied
1/21/2023 7:10:42 AM,SI73ZC02ASF/DC03 ,027007073,SF/DC03 TP1,Vacant
1/21/2023 7:10:32 AM,SI73ZC02ASF/DC03 ,027007073,SF/DC03 TP1,Occupied
1/21/2023 7:09:33 AM,SI30ZC01ASF/DC03 ,027006030,SF/DC03 TP1,Vacant
1/21/2023 7:09:27 AM,SI30ZC01ASF/DC03 ,027006030,SF/DC03 TP1,Occupied
1/21/2023 7:09:03 AM,SI40ZC01BSF/DC03 ,027008040,SF/DC03 TP1,Vacant
1/21/2023 7:08:55 AM,SI40ZC01BSF/DC03 ,027008040,SF/DC03 TP1,Occupied
1/21/2023 7:08:47 AM,SI50ZC01BSF/DC03 ,027008050,SF/DC03 TP1,Vacant
1/21/2023 7:08:38 AM,SI50ZC01BSF/DC03 ,027008050,SF/DC03 TP1,Occupied
1/21/2023 7:08:28 AM,SI54ZC01BSF/DC03 ,027008054,SF/DC03 TP1,Vacant
1/21/2023 7:08:18 PM,SI15ZC02ASF/DC03 ,027007015,SF/DC03 TP1,Vacant
1/21/2023 7:08:13 PM,SI15ZC02ASF/DC03 ,027007015,SF/DC03 TP1,Occupied
1/21/2023 7:08:09 AM,SI54ZC01BSF/DC03 ,027008054,SF/DC03 TP1,Occupied
1/21/2023 7:07:55 PM,SI37ZC01ASF/DC03 ,027006037,SF/DC03 TP1,Vacant
1/21/2023 7:07:46 PM,SI37ZC01ASF/DC03 ,027006037,SF/DC03 TP1,Occupied
1/21/2023 7:06:17 PM,SI07ZC02ASF/DC03 ,027007007,SF/DC03 TP1,Vacant
1/21/2023 7:06:04 PM,SI07ZC02ASF/DC03 ,027007007,SF/DC03 TP1,Occupied
1/21/2023 7:01:19 AM,SI64ZC02BSF/DC03 ,027009064,SF/DC03 TP1,Vacant
1/21/2023 7:01:02 AM,SI64ZC02BSF/DC03 ,027009064,SF/DC03 TP1,Occupied
1/21/2023 7:00:41 AM,SI10ZC02BSF/DC03 ,027009010,SF/DC03 TP1,Vacant
1/21/2023 7:00:33 AM,SI10ZC02BSF/DC03 ,027009010,SF/DC03 TP1,Occupied
1/21/2023 7:00:00 PM,SI74ZC01BSF/DC03 ,027008074,SF/DC03 TP1,Vacant
1/21/2023 6:59:43 PM,SI74ZC01BSF/DC03 ,027008074,SF/DC03 TP1,Occupied
1/21/2023 6:58:22 AM,SI22ZC01ASF/DC03 ,027006022,SF/DC03 TP1,Vacant
1/21/2023 6:58:12 AM,SI22ZC01ASF/DC03 ,027006022,SF/DC03 TP1,Occupied
1/21/2023 6:53:54 PM,SI43ZC01ASF/DC03 ,027006043,SF/DC03 TP1,Vacant
1/21/2023 6:53:37 PM,SI43ZC01ASF/DC03 ,027006043,SF/DC03 TP1,Occupied
1/21/2023 6:52:59 AM,SI07ZC02BSF/DC03 ,027009007,SF/DC03 TP1,Vacant
1/21/2023 6:52:47 AM,SI07ZC02BSF/DC03 ,027009007,SF/DC03 TP1,Occupied
1/21/2023 6:51:42 AM,SI40ZC01ASF/DC03 ,027006040,SF/DC03 TP1,Vacant
1/21/2023 6:51:35 AM,SI40ZC01ASF/DC03 ,027006040,SF/DC03 TP1,Occupied
1/21/2023 6:51:02 AM,SI25ZC02ASF/DC03 ,027007025,SF/DC03 TP1,Vacant
1/21/2023 6:50:46 AM,SI25ZC02ASF/DC03 ,027007025,SF/DC03 TP1,Occupied
1/21/2023 6:46:41 AM,SI08ZC01ASF/DC03 ,027006008,SF/DC03 TP1,Vacant
1/21/2023 6:46:33 AM,SI08ZC01ASF/DC03 ,027006008,SF/DC03 TP1,Occupied
1/21/2023 6:40:24 AM,SI39ZC01BSF/DC03 ,027008039,SF/DC03 TP1,Vacant
1/21/2023 6:40:15 AM,SI39ZC01BSF/DC03 ,027008039,SF/DC03 TP1,Occupied
1/21/2023 6:39:37 PM,SI42ZC01BSF/DC03 ,027008042,SF/DC03 TP1,Vacant
1/21/2023 6:39:25 AM,SI71ZC01BSF/DC03 ,027008071,SF/DC03 TP1,Vacant
1/21/2023 6:39:21 PM,SI42ZC01BSF/DC03 ,027008042,SF/DC03 TP1,Occupied
1/21/2023 6:39:10 AM,SI71ZC01BSF/DC03 ,027008071,SF/DC03 TP1,Occupied
1/21/2023 6:39:01 AM,SI26ZC01ASF/DC03 ,027006026,SF/DC03 TP1,Vacant
1/21/2023 6:38:42 AM,SI26ZC01ASF/DC03 ,027006026,SF/DC03 TP1,Occupied
1/21/2023 6:38:33 PM,SI08ZC02ASF/DC03 ,027007008,SF/DC03 TP1,Vacant
1/21/2023 6:38:22 PM,SI08ZC02ASF/DC03 ,027007008,SF/DC03 TP1,Occupied
1/21/2023 6:38:11 PM,SI21ZC01ASF/DC03 ,027006021,SF/DC03 TP1,Vacant
1/21/2023 6:37:57 PM,SI21ZC01ASF/DC03 ,027006021,SF/DC03 TP1,Occupied
1/21/2023 6:33:39 AM,SI11ZC01BSF/DC03 ,027008011,SF/DC03 TP1,Vacant
1/21/2023 6:33:35 AM,SI11ZC01BSF/DC03 ,027008011,SF/DC03 TP1,Occupied
1/21/2023 6:33:08 PM,SI46ZC02BSF/DC03 ,027009046,SF/DC03 TP1,Vacant
1/21/2023 6:33:06 PM,SI46ZC02BSF/DC03 ,027009046,SF/DC03 TP1,Occupied
1/21/2023 6:32:57 AM,SI18ZC02BSF/DC03 ,027009018,SF/DC03 TP1,Vacant
1/21/2023 6:32:42 AM,SI18ZC02BSF/DC03 ,027009018,SF/DC03 TP1,Occupied
1/21/2023 6:32:20 AM,SI69ZC02ASF/DC03 ,027007069,SF/DC03 TP1,Vacant
1/21/2023 6:32:01 AM,SI69ZC02ASF/DC03 ,027007069,SF/DC03 TP1,Occupied
1/21/2023 6:31:37 PM,SI02ZC01BSF/DC03 ,027008002,SF/DC03 TP1,Vacant
1/21/2023 6:31:18 PM,SI02ZC01BSF/DC03 ,027008002,SF/DC03 TP1,Occupied
1/21/2023 6:31:06 AM,SI11ZC01BSF/DC03 ,027008011,SF/DC03 TP1,Vacant
1/21/2023 6:31:04 AM,SI38ZC01BSF/DC03 ,027008038,SF/DC03 TP1,Vacant
1/21/2023 6:30:45 AM,SI38ZC01BSF/DC03 ,027008038,SF/DC03 TP1,Occupied
1/21/2023 6:30:45 AM,SI11ZC01BSF/DC03 ,027008011,SF/DC03 TP1,Occupied
1/21/2023 6:29:42 AM,SI08ZC01BSF/DC03 ,027008008,SF/DC03 TP1,Vacant
1/21/2023 6:29:32 AM,SI08ZC01BSF/DC03 ,027008008,SF/DC03 TP1,Occupied
1/21/2023 6:27:14 PM,SI04ZC02ASF/DC03 ,027007004,SF/DC03 TP1,Vacant
1/21/2023 6:27:02 PM,SI04ZC02ASF/DC03 ,027007004,SF/DC03 TP1,Occupied
1/21/2023 6:26:37 PM,SI11ZC01BSF/DC03 ,027008011,SF/DC03 TP1,Vacant
1/21/2023 6:26:31 PM,SI11ZC01BSF/DC03 ,027008011,SF/DC03 TP1,Occupied
1/21/2023 6:26:28 PM,SI69ZC02BSF/DC03 ,027009069,SF/DC03 TP1,Vacant
1/21/2023 6:26:17 PM,SI69ZC02BSF/DC03 ,027009069,SF/DC03 TP1,Occupied
1/21/2023 6:24:02 AM,SI12ZC01BSF/DC03 ,027008012,SF/DC03 TP1,Vacant
1/21/2023 6:23:47 AM,SI12ZC01BSF/DC03 ,027008012,SF/DC03 TP1,Occupied
1/21/2023 6:22:19 AM,SI57ZC01BSF/DC03 ,027008057,SF/DC03 TP1,Vacant
1/21/2023 6:22:12 PM,SI54ZC02ASF/DC03 ,027007054,SF/DC03 TP1,Vacant
1/21/2023 6:21:59 PM,SI54ZC02ASF/DC03 ,027007054,SF/DC03 TP1,Occupied
1/21/2023 6:21:46 AM,SI57ZC01BSF/DC03 ,027008057,SF/DC03 TP1,Occupied
1/21/2023 6:21:37 PM,SI58ZC01BSF/DC03 ,027008058,SF/DC03 TP1,Vacant
1/21/2023 6:21:26 PM,SI58ZC01BSF/DC03 ,027008058,SF/DC03 TP1,Occupied
1/21/2023 6:21:07 PM,SI45ZC02BSF/DC03 ,027009045,SF/DC03 TP1,Vacant
1/21/2023 6:21:03 PM,SI45ZC02BSF/DC03 ,027009045,SF/DC03 TP1,Occupied
1/21/2023 6:18:59 AM,SI10ZC01ASF/DC03 ,027006010,SF/DC03 TP1,Vacant
1/21/2023 6:18:44 AM,SI10ZC01ASF/DC03 ,027006010,SF/DC03 TP1,Occupied
1/21/2023 6:17:22 AM,SI30ZC01BSF/DC03 ,027008030,SF/DC03 TP1,Vacant
1/21/2023 6:17:09 AM,SI30ZC01BSF/DC03 ,027008030,SF/DC03 TP1,Occupied
1/21/2023 6:16:23 AM,SI42ZC01BSF/DC03 ,027008042,SF/DC03 TP1,Vacant
1/21/2023 6:16:14 AM,SI52ZC02BSF/DC03 ,027009052,SF/DC03 TP1,Vacant
1/21/2023 6:16:04 AM,SI42ZC01BSF/DC03 ,027008042,SF/DC03 TP1,Occupied
1/21/2023 6:15:57 AM,SI52ZC02BSF/DC03 ,027009052,SF/DC03 TP1,Occupied
1/21/2023 6:13:35 AM,SI08ZC02BSF/DC03 ,027009008,SF/DC03 TP1,Vacant
1/21/2023 6:13:20 AM,SI08ZC02BSF/DC03 ,027009008,SF/DC03 TP1,Occupied
1/21/2023 6:12:09 PM,SI54ZC01ASF/DC03 ,027006054,SF/DC03 TP1,Vacant
1/21/2023 6:12:03 PM,SI54ZC01ASF/DC03 ,027006054,SF/DC03 TP1,Occupied
1/21/2023 6:11:59 AM,SI18ZC01ASF/DC03 ,027006018,SF/DC03 TP1,Vacant
1/21/2023 6:11:40 AM,SI18ZC01ASF/DC03 ,027006018,SF/DC03 TP1,Occupied
1/21/2023 6:11:18 AM,SI71ZC02ASF/DC03 ,027007071,SF/DC03 TP1,Vacant
1/21/2023 6:11:11 AM,SI71ZC02ASF/DC03 ,027007071,SF/DC03 TP1,Occupied
1/21/2023 6:08:37 AM,SI30ZC02ASF/DC03 ,027007030,SF/DC03 TP1,Vacant
1/21/2023 6:08:23 AM,SI30ZC02ASF/DC03 ,027007030,SF/DC03 TP1,Occupied
1/21/2023 6:06:12 PM,SI63ZC01BSF/DC03 ,027008063,SF/DC03 TP1,Vacant
1/21/2023 6:05:55 PM,SI63ZC01BSF/DC03 ,027008063,SF/DC03 TP1,Occupied
1/21/2023 6:04:09 PM,SI30ZC01ASF/DC03 ,027006030,SF/DC03 TP1,Vacant
1/21/2023 6:03:59 PM,SI30ZC01ASF/DC03 ,027006030,SF/DC03 TP1,Occupied
1/21/2023 6:03:37 PM,SI47ZC01BSF/DC03 ,027008047,SF/DC03 TP1,Vacant
1/21/2023 6:03:24 PM,SI47ZC01BSF/DC03 ,027008047,SF/DC03 TP1,Occupied
1/21/2023 5:59:56 AM,SI69ZC02ASF/DC03 ,027007069,SF/DC03 TP1,Vacant
1/21/2023 5:59:25 AM,SI69ZC02ASF/DC03 ,027007069,SF/DC03 TP1,Occupied
1/21/2023 5:59:17 AM,SI28ZC01ASF/DC03 ,027006028,SF/DC03 TP1,Vacant
1/21/2023 5:59:08 AM,SI28ZC01ASF/DC03 ,027006028,SF/DC03 TP1,Occupied
1/21/2023 5:58:21 AM,SI07ZC01BSF/DC03 ,027008007,SF/DC03 TP1,Vacant
1/21/2023 5:58:16 AM,SI07ZC01BSF/DC03 ,027008007,SF/DC03 TP1,Occupied
1/21/2023 5:56:58 AM,SI32ZC01BSF/DC03 ,027008032,SF/DC03 TP1,Vacant
1/21/2023 5:56:41 AM,SI32ZC01BSF/DC03 ,027008032,SF/DC03 TP1,Occupied
1/21/2023 5:54:18 AM,SI37ZC02ASF/DC03 ,027007037,SF/DC03 TP1,Vacant
1/21/2023 5:54:03 AM,SI37ZC02ASF/DC03 ,027007037,SF/DC03 TP1,Occupied
1/21/2023 5:51:24 PM,SI43ZC02BSF/DC03 ,027009043,SF/DC03 TP1,Vacant
1/21/2023 5:51:10 PM,SI43ZC02BSF/DC03 ,027009043,SF/DC03 TP1,Occupied
1/21/2023 5:50:34 PM,SI08ZC01BSF/DC03 ,027008008,SF/DC03 TP1,Vacant
1/21/2023 5:50:30 PM,SI21ZC01BSF/DC03 ,027008021,SF/DC03 TP1,Vacant
1/21/2023 5:50:26 PM,SI37ZC02BSF/DC03 ,027009037,SF/DC03 TP1,Vacant
1/21/2023 5:50:26 PM,SI21ZC01BSF/DC03 ,027008021,SF/DC03 TP1,Occupied
1/21/2023 5:50:19 PM,SI08ZC01BSF/DC03 ,027008008,SF/DC03 TP1,Occupied
1/21/2023 5:50:17 PM,SI37ZC02BSF/DC03 ,027009037,SF/DC03 TP1,Occupied
1/21/2023 5:49:16 AM,SI60ZC01ASF/DC03 ,027006060,SF/DC03 TP1,Vacant
1/21/2023 5:49:07 AM,SI60ZC01ASF/DC03 ,027006060,SF/DC03 TP1,Occupied
1/21/2023 5:48:57 AM,SI26ZC01BSF/DC03 ,027008026,SF/DC03 TP1,Vacant
1/21/2023 5:48:46 AM,SI26ZC01BSF/DC03 ,027008026,SF/DC03 TP1,Occupied
1/21/2023 5:48:38 AM,SI35ZC01BSF/DC03 ,027008035,SF/DC03 TP1,Vacant
1/21/2023 5:48:25 AM,SI35ZC01BSF/DC03 ,027008035,SF/DC03 TP1,Occupied
1/21/2023 5:47:30 PM,SI23ZC02ASF/DC03 ,027007023,SF/DC03 TP1,Vacant
1/21/2023 5:47:21 PM,SI23ZC02ASF/DC03 ,027007023,SF/DC03 TP1,Occupied
1/21/2023 5:45:40 AM,SI19ZC01BSF/DC03 ,027008019,SF/DC03 TP1,Vacant
1/21/2023 5:45:25 AM,SI19ZC01BSF/DC03 ,027008019,SF/DC03 TP1,Occupied
1/21/2023 5:43:54 AM,SI25ZC01ASF/DC03 ,027006025,SF/DC03 TP1,Vacant
1/21/2023 5:43:50 AM,SI25ZC01ASF/DC03 ,027006025,SF/DC03 TP1,Occupied
1/21/2023 5:41:34 AM,SI56ZC02ASF/DC03 ,027007056,SF/DC03 TP1,Vacant
1/21/2023 5:41:30 AM,SI56ZC02ASF/DC03 ,027007056,SF/DC03 TP1,Occupied
1/21/2023 5:38:33 AM,SI49ZC02ASF/DC03 ,027007049,SF/DC03 TP1,Vacant
1/21/2023 5:38:16 AM,SI49ZC02ASF/DC03 ,027007049,SF/DC03 TP1,Occupied
1/21/2023 5:38:15 AM,SI22ZC01ASF/DC03 ,027006022,SF/DC03 TP1,Vacant
1/21/2023 5:38:10 PM,SI32ZC01BSF/DC03 ,027008032,SF/DC03 TP1,Vacant
1/21/2023 5:38:08 PM,SI68ZC02ASF/DC03 ,027007068,SF/DC03 TP1,Vacant
1/21/2023 5:38:02 PM,SI32ZC01BSF/DC03 ,027008032,SF/DC03 TP1,Occupied
1/21/2023 5:38:00 PM,SI68ZC02ASF/DC03 ,027007068,SF/DC03 TP1,Occupied
1/21/2023 5:38:00 AM,SI22ZC01ASF/DC03 ,027006022,SF/DC03 TP1,Occupied
1/21/2023 5:36:15 AM,SI27ZC01ASF/DC03 ,027006027,SF/DC03 TP1,Vacant
1/21/2023 5:36:11 AM,SI13ZC02ASF/DC03 ,027007013,SF/DC03 TP1,Vacant
1/21/2023 5:36:06 PM,SI48ZC01ASF/DC03 ,027006048,SF/DC03 TP1,Vacant
1/21/2023 5:36:03 AM,SI27ZC01ASF/DC03 ,027006027,SF/DC03 TP1,Occupied
1/21/2023 5:35:59 AM,SI13ZC02ASF/DC03 ,027007013,SF/DC03 TP1,Occupied
1/21/2023 5:35:47 PM,SI48ZC01ASF/DC03 ,027006048,SF/DC03 TP1,Occupied
1/21/2023 5:34:53 PM,SI70ZC01BSF/DC03 ,027008070,SF/DC03 TP1,Vacant
1/21/2023 5:34:40 PM,SI70ZC01BSF/DC03 ,027008070,SF/DC03 TP1,Occupied
1/21/2023 5:32:28 PM,SI15ZC02ASF/DC03 ,027007015,SF/DC03 TP1,Vacant
1/21/2023 5:32:26 PM,SI65ZC02ASF/DC03 ,027007065,SF/DC03 TP1,Vacant
1/21/2023 5:32:16 AM,SI07ZC01ASF/DC03 ,027006007,SF/DC03 TP1,Vacant
1/21/2023 5:32:14 PM,SI15ZC02ASF/DC03 ,027007015,SF/DC03 TP1,Occupied
1/21/2023 5:32:09 PM,SI65ZC02ASF/DC03 ,027007065,SF/DC03 TP1,Occupied
1/21/2023 5:32:06 AM,SI07ZC01ASF/DC03 ,027006007,SF/DC03 TP1,Occupied
1/21/2023 5:31:55 AM,SI13ZC01BSF/DC03 ,027008013,SF/DC03 TP1,Vacant
1/21/2023 5:31:41 AM,SI13ZC01BSF/DC03 ,027008013,SF/DC03 TP1,Occupied
1/21/2023 5:31:15 AM,SI19ZC01ASF/DC03 ,027006019,SF/DC03 TP1,Vacant
1/21/2023 5:31:07 AM,SI19ZC01ASF/DC03 ,027006019,SF/DC03 TP1,Occupied
1/21/2023 5:29:55 AM,SI23ZC01ASF/DC03 ,027006023,SF/DC03 TP1,Vacant
1/21/2023 5:29:18 AM,SI23ZC01ASF/DC03 ,027006023,SF/DC03 TP1,Occupied
1/21/2023 5:28:06 PM,SI26ZC01ASF/DC03 ,027006026,SF/DC03 TP1,Vacant
1/21/2023 5:27:47 PM,SI26ZC01ASF/DC03 ,027006026,SF/DC03 TP1,Occupied
1/21/2023 5:27:37 AM,SI06ZC01ASF/DC03 ,027006006,SF/DC03 TP1,Vacant
1/21/2023 5:27:22 AM,SI06ZC01ASF/DC03 ,027006006,SF/DC03 TP1,Occupied
1/21/2023 5:26:03 PM,SI32ZC02BSF/DC03 ,027009032,SF/DC03 TP1,Vacant
1/21/2023 5:25:55 PM,SI32ZC02BSF/DC03 ,027009032,SF/DC03 TP1,Occupied
1/21/2023 5:24:32 AM,SI48ZC01ASF/DC03 ,027006048,SF/DC03 TP1,Vacant
1/21/2023 5:24:26 AM,SI48ZC01ASF/DC03 ,027006048,SF/DC03 TP1,Occupied
1/21/2023 5:21:25 PM,SI55ZC01ASF/DC03 ,027006055,SF/DC03 TP1,Vacant
1/21/2023 5:21:06 PM,SI55ZC01ASF/DC03 ,027006055,SF/DC03 TP1,Occupied
1/21/2023 5:20:15 AM,SI04ZC01BSF/DC03 ,027008004,SF/DC03 TP1,Vacant
1/21/2023 5:20:00 AM,SI04ZC01BSF/DC03 ,027008004,SF/DC03 TP1,Occupied
1/21/2023 5:19:45 PM,SI24ZC01ASF/DC03 ,027006024,SF/DC03 TP1,Vacant
1/21/2023 5:19:26 PM,SI24ZC01ASF/DC03 ,027006024,SF/DC03 TP1,Occupied
1/21/2023 5:18:54 AM,SI74ZC02ASF/DC03 ,027007074,SF/DC03 TP1,Vacant
1/21/2023 5:18:53 AM,SI26ZC01ASF/DC03 ,027006026,SF/DC03 TP1,Vacant
1/21/2023 5:18:42 AM,SI74ZC02ASF/DC03 ,027007074,SF/DC03 TP1,Occupied
1/21/2023 5:18:37 AM,SI26ZC01ASF/DC03 ,027006026,SF/DC03 TP1,Occupied
1/21/2023 5:17:49 AM,SI20ZC02BSF/DC03 ,027009020,SF/DC03 TP1,Vacant
1/21/2023 5:17:32 AM,SI20ZC02BSF/DC03 ,027009020,SF/DC03 TP1,Occupied
1/21/2023 5:17:11 AM,SI30ZC02ASF/DC03 ,027007030,SF/DC03 TP1,Vacant
1/21/2023 5:16:54 AM,SI30ZC02ASF/DC03 ,027007030,SF/DC03 TP1,Occupied
1/21/2023 5:15:49 AM,SI33ZC02ASF/DC03 ,027007033,SF/DC03 TP1,Vacant
1/21/2023 5:15:14 AM,SI33ZC02ASF/DC03 ,027007033,SF/DC03 TP1,Occupied
1/21/2023 5:14:13 AM,SI15ZC02ASF/DC03 ,027007015,SF/DC03 TP1,Vacant
1/21/2023 5:13:52 AM,SI15ZC02ASF/DC03 ,027007015,SF/DC03 TP1,Occupied
1/21/2023 5:13:27 AM,SI39ZC02BSF/DC03 ,027009039,SF/DC03 TP1,Vacant
1/21/2023 5:13:21 AM,SI39ZC02BSF/DC03 ,027009039,SF/DC03 TP1,Occupied
1/21/2023 5:07:14 AM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Vacant
1/21/2023 5:06:57 AM,SI69ZC01BSF/DC03 ,027008069,SF/DC03 TP1,Occupied
1/21/2023 5:04:35 AM,SI55ZC01BSF/DC03 ,027008055,SF/DC03 TP1,Vacant
1/21/2023 5:04:26 AM,SI55ZC01BSF/DC03 ,027008055,SF/DC03 TP1,Occupied
1/21/2023 5:01:28 AM,SI13ZC02BSF/DC03 ,027009013,SF/DC03 TP1,Vacant
1/21/2023 5:01:19 AM,SI13ZC02BSF/DC03 ,027009013,SF/DC03 TP1,Occupied
1/21/2023 4:56:11 AM,SI26ZC02ASF/DC03 ,027007026,SF/DC03 TP1,Vacant
1/21/2023 4:56:02 AM,SI26ZC02ASF/DC03 ,027007026,SF/DC03 TP1,Occupied
1/21/2023 4:55:34 AM,SI29ZC01BSF/DC03 ,027008029,SF/DC03 TP1,Vacant
1/21/2023 4:55:26 AM,SI69ZC02BSF/DC03 ,027009069,SF/DC03 TP1,Vacant
1/21/2023 4:55:25 AM,SI29ZC01BSF/DC03 ,027008029,SF/DC03 TP1,Occupied
1/21/2023 4:55:15 AM,SI69ZC02BSF/DC03 ,027009069,SF/DC03 TP1,Occupied
1/21/2023 4:54:23 PM,SI02ZC02ASF/DC03 ,027007002,SF/DC03 TP1,Vacant
1/21/2023 4:54:14 PM,SI02ZC02ASF/DC03 ,027007002,SF/DC03 TP1,Occupied
1/21/2023 4:53:22 PM,SI05ZC02ASF/DC03 ,027007005,SF/DC03 TP1,Vacant
1/21/2023 4:53:13 PM,SI05ZC02ASF/DC03 ,027007005,SF/DC03 TP1,Occupied
1/21/2023 4:52:07 PM,SI29ZC01BSF/DC03 ,027008029,SF/DC03 TP1,Vacant
1/21/2023 4:52:00 PM,SI29ZC01BSF/DC03 ,027008029,SF/DC03 TP1,Occupied
1/21/2023 4:51:06 PM,SI73ZC01BSF/DC03 ,027008073,SF/DC03 TP1,Vacant
1/21/2023 4:50:50 PM,SI73ZC01BSF/DC03 ,027008073,SF/DC03 TP1,Occupied
1/21/2023 4:49:21 PM,SI57ZC02BSF/DC03 ,027009057,SF/DC03 TP1,Vacant
1/21/2023 4:49:02 PM,SI57ZC02BSF/DC03 ,027009057,SF/DC03 TP1,Occupied
1/21/2023 4:48:53 AM,SI11ZC01ASF/DC03 ,027006011,SF/DC03 TP1,Vacant
